dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
page-blocks0,0.7614652009001055,0.8552413186443095,0.8201564466767028,0.8873953896144657,0.9094437875863404,0.9129442404211883,0.5002034587995932,0.5002034587995932,0.5004070211932797,0.8586907263228813,0.8530707909157851,0.8383788576910499
