dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
wisconsin,0.9760303247632915,0.9737831337520555,0.9567316573577033,0.9705762049131043,0.9660818228906323,0.9588593169321713,0.8391726251276813,0.8391726251276813,0.8265832482124615,0.9484110921551157,0.9391932261897,0.9485621817022725
