dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
yeast1,0.5136503912708035,0.6005467417872031,0.6333967622097886,0.5647053636841047,0.5787540277876829,0.6138714738623323,0.49784661665834634,0.505991273396827,0.5237407693155516,0.5600427901790056,0.5684846441607614,0.5898888103681901
