dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
page-blocks0,0.7452230643117651,0.816381549456243,0.7963098344984763,0.8497270575787518,0.8656899685207549,0.890340137833368,0.5004072283814666,0.5004072283814666,0.5004072283814667,0.7905974113979918,0.8240760074156945,0.8632625075082052
