dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
haberman,0.5036111111111111,0.5793709150326798,0.47000000000000003,0.5805555555555555,0.5796813725490197,0.5013888888888889,0.5,0.5,0.5,0.5643545751633987,0.5879820261437909,0.5119444444444444
