dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
vehicle1,0.5,0.5721216349541931,0.6306660961777241,0.5251044128997617,0.5159758314037385,0.5878903520252358,0.5,0.5,0.5,0.512013409845968,0.491951307090842,0.5511750394308533
