dataset,svm,svm_ae_smote,svm_smote_ae,knn,knn_ae_smote,knn_smote_ae,c45,c45_ae_smote,c45_smote_ae,cart,cart_ae_smote,cart_smote_ae
yeast1,0.5,0.6565811295310585,0.6754482271250835,0.6144763713928203,0.621299330268865,0.6270312044138718,0.4993111429516147,0.4993111429516147,0.5030889322553665,0.5751033771824612,0.5816088458970053,0.584917823406228
